img_path,label
data/dataset_crops/detected_object_728.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_629.jpg,1
data/dataset_crops/detected_object_2815.jpg,1
data/dataset_crops/detected_object_4907.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_053.jpg,1
data/dataset_crops/detected_object_2799.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_167.jpg,1
data/dataset_crops/detected_object_2224.jpg,1
data/dataset_crops/detected_object_4039.jpg,0
data/dataset_crops/detected_object_5178.jpg,0
data/dataset_crops/detected_object_1686.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_283.jpg,1
data/dataset_crops/detected_object_5072.jpg,0
data/dataset_crops/detected_object_3292.jpg,1
data/dataset_crops/detected_object_367.jpg,0
data/dataset_crops/detected_object_6010.jpg,0
data/dataset_crops/detected_object_1827.jpg,1
data/dataset_crops/detected_object_5276.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_315.jpg,1
data/dataset_crops/detected_object_1414.jpg,1
data/dataset_crops/detected_object_3134.jpg,1
data/dataset_crops/detected_object_703.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_906.jpg,1
data/dataset_crops/detected_object_6819.jpg,0
data/dataset_crops/detected_object_5955.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_030.jpg,1
data/dataset_crops/detected_object_3647.jpg,1
data/dataset_crops/detected_object_4268.jpg,1
data/dataset_crops/detected_object_3364.jpg,1
data/dataset_crops/detected_object_5989.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_268.jpg,1
data/dataset_crops/detected_object_4989.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_033.jpg,1
data/dataset_crops/detected_object_5377.jpg,1
data/dataset_crops/detected_object_3137.jpg,1
data/dataset_crops/detected_object_436.jpg,0
data/dataset_crops/detected_object_6748.jpg,1
data/dataset_crops/detected_object_1689.jpg,0
data/dataset_crops/detected_object_3319.jpg,1
data/dataset_crops/detected_object_1523.jpg,0
data/dataset_crops/detected_object_3129.jpg,0
data/dataset_crops/detected_object_815.jpg,1
data/dataset_crops/detected_object_1388.jpg,0
data/dataset_crops/detected_object_6014.jpg,1
data/dataset_crops/detected_object_5995.jpg,1
data/dataset_crops/detected_object_806.jpg,0
data/dataset_crops/detected_object_1845.jpg,1
data/dataset_crops/detected_object_1660.jpg,1
data/dataset_crops/detected_object_5477.jpg,0
data/dataset_crops/detected_object_2762.jpg,1
data/dataset_crops/detected_object_2957.jpg,1
data/dataset_crops/detected_object_4838.jpg,1
data/dataset_crops/detected_object_1262.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_372.jpg,1
data/dataset_crops/detected_object_4248.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_314.jpg,1
data/dataset_crops/detected_object_1580.jpg,0
data/dataset_crops/detected_object_4952.jpg,0
data/dataset_crops/detected_object_5630.jpg,0
data/dataset_crops/detected_object_4370.jpg,1
data/dataset_crops/detected_object_4707.jpg,1
data/dataset_crops/detected_object_3638.jpg,1
data/dataset_crops/detected_object_3261.jpg,1
data/dataset_crops/detected_object_4735.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_153.jpg,1
data/dataset_crops/detected_object_5043.jpg,0
data/dataset_crops/detected_object_1223.jpg,0
data/dataset_crops/detected_object_1565.jpg,0
data/dataset_crops/detected_object_3149.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_036.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_618.jpg,1
data/dataset_crops/detected_object_3562.jpg,1
data/dataset_crops/detected_object_6946.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_413.jpg,1
data/dataset_crops/detected_object_5457.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_279.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_002.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_355.jpg,1
data/dataset_crops/detected_object_503.jpg,0
data/dataset_crops/detected_object_2380.jpg,1
data/dataset_crops/detected_object_6745.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_874.jpg,1
data/dataset_crops/detected_object_5483.jpg,0
data/dataset_crops/detected_object_992.jpg,0
data/dataset_crops/detected_object_2037.jpg,0
data/dataset_crops/detected_object_4977.jpg,1
data/dataset_crops/detected_object_323.jpg,0
data/dataset_crops/detected_object_3405.jpg,1
data/dataset_crops/detected_object_5871.jpg,0
data/dataset_crops/detected_object_6935.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_365.jpg,1
data/dataset_crops/detected_object_2361.jpg,1
data/dataset_crops/detected_object_2881.jpg,1
data/dataset_crops/detected_object_1994.jpg,1
data/dataset_crops/detected_object_1790.jpg,1
data/dataset_crops/detected_object_5990.jpg,0
data/dataset_crops/detected_object_6268.jpg,1
data/dataset_crops/detected_object_1386.jpg,0
data/dataset_crops/detected_object_1427.jpg,0
data/dataset_crops/detected_object_5737.jpg,0
data/dataset_crops/detected_object_4359.jpg,1
data/dataset_crops/detected_object_2798.jpg,0
data/dataset_crops/detected_object_6001.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_188.jpg,1
data/dataset_crops/detected_object_469.jpg,0
data/dataset_crops/detected_object_637.jpg,0
data/dataset_crops/detected_object_6443.jpg,0
data/dataset_crops/detected_object_1085.jpg,0
data/dataset_crops/detected_object_6120.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_079.jpg,1
data/dataset_crops/detected_object_2556.jpg,1
data/dataset_crops/detected_object_3483.jpg,0
data/dataset_crops/detected_object_4216.jpg,0
data/dataset_crops/detected_object_1936.jpg,0
data/dataset_crops/detected_object_4932.jpg,1
data/dataset_crops/detected_object_4365.jpg,1
data/dataset_crops/detected_object_1599.jpg,0
data/dataset_crops/detected_object_2989.jpg,1
data/dataset_crops/detected_object_762.jpg,0
data/dataset_crops/detected_object_6286.jpg,0
data/dataset_crops/detected_object_238.jpg,0
data/dataset_crops/detected_object_4825.jpg,1
data/dataset_crops/detected_object_1912.jpg,1
data/dataset_crops/detected_object_4810.jpg,0
data/dataset_crops/detected_object_835.jpg,0
data/dataset_crops/detected_object_6110.jpg,0
data/dataset_crops/detected_object_1068.jpg,1
data/dataset_crops/detected_object_932.jpg,0
data/dataset_crops/detected_object_3556.jpg,1
data/dataset_crops/detected_object_3367.jpg,1
data/dataset_crops/detected_object_5349.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_029.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_893.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_171.jpg,1
data/dataset_crops/detected_object_4334.jpg,0
data/dataset_crops/detected_object_1373.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_046.jpg,1
data/dataset_crops/detected_object_81.jpg,0
data/dataset_crops/detected_object_6007.jpg,0
data/dataset_crops/detected_object_5429.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_752.jpg,1
data/dataset_crops/detected_object_4878.jpg,0
data/dataset_crops/detected_object_1291.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_737.jpg,1
data/dataset_crops/detected_object_5873.jpg,0
data/dataset_crops/detected_object_1741.jpg,0
data/dataset_crops/detected_object_2075.jpg,0
data/dataset_crops/detected_object_2203.jpg,0
data/dataset_crops/detected_object_5277.jpg,1
data/dataset_crops/detected_object_872.jpg,1
data/dataset_crops/detected_object_2114.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_013.jpg,1
data/dataset_crops/detected_object_5132.jpg,0
data/dataset_crops/detected_object_946.jpg,0
data/dataset_crops/detected_object_6740.jpg,0
data/dataset_crops/detected_object_4128.jpg,0
data/dataset_crops/detected_object_2985.jpg,0
data/dataset_crops/detected_object_2608.jpg,1
data/dataset_crops/detected_object_1320.jpg,1
data/dataset_crops/detected_object_6802.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_085.jpg,1
data/dataset_crops/detected_object_1457.jpg,0
data/dataset_crops/detected_object_5365.jpg,0
data/dataset_crops/detected_object_6413.jpg,0
data/dataset_crops/detected_object_47.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_508.jpg,1
data/dataset_crops/detected_object_4388.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_844.jpg,1
data/dataset_crops/detected_object_4715.jpg,0
data/dataset_crops/detected_object_4210.jpg,1
data/dataset_crops/detected_object_6407.jpg,1
data/dataset_crops/detected_object_5640.jpg,1
data/dataset_crops/detected_object_6702.jpg,1
data/dataset_crops/detected_object_6697.jpg,0
data/dataset_crops/detected_object_3441.jpg,0
data/dataset_crops/detected_object_1385.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_778.jpg,1
data/dataset_crops/detected_object_1072.jpg,0
data/dataset_crops/detected_object_4710.jpg,1
data/dataset_crops/detected_object_3051.jpg,1
data/dataset_crops/detected_object_479.jpg,0
data/dataset_crops/detected_object_5944.jpg,0
data/dataset_crops/detected_object_4101.jpg,1
data/dataset_crops/detected_object_4936.jpg,0
data/dataset_crops/detected_object_6459.jpg,0
data/dataset_crops/detected_object_2953.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_901.jpg,1
data/dataset_crops/detected_object_1871.jpg,1
data/dataset_crops/detected_object_6611.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_038.jpg,1
data/dataset_crops/detected_object_2454.jpg,1
data/dataset_crops/detected_object_3202.jpg,1
data/dataset_crops/detected_object_4593.jpg,0
data/dataset_crops/detected_object_3001.jpg,1
data/dataset_crops/detected_object_478.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_278.jpg,1
data/dataset_crops/detected_object_5208.jpg,0
data/dataset_crops/detected_object_1127.jpg,0
data/dataset_crops/detected_object_1649.jpg,1
data/dataset_crops/detected_object_6922.jpg,0
data/dataset_crops/detected_object_5962.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_451.jpg,1
data/dataset_crops/detected_object_4111.jpg,1
data/dataset_crops/detected_object_6197.jpg,0
data/dataset_crops/detected_object_4509.jpg,0
data/dataset_crops/detected_object_717.jpg,0
data/dataset_crops/detected_object_5439.jpg,0
data/dataset_crops/detected_object_3093.jpg,1
data/dataset_crops/detected_object_2494.jpg,0
data/dataset_crops/detected_object_6448.jpg,0
data/dataset_crops/detected_object_1560.jpg,0
data/dataset_crops/detected_object_3834.jpg,0
data/dataset_crops/detected_object_3094.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_257.jpg,1
data/dataset_crops/detected_object_6597.jpg,0
data/dataset_crops/detected_object_3260.jpg,1
data/dataset_crops/detected_object_6680.jpg,0
data/dataset_crops/detected_object_799.jpg,1
data/dataset_crops/detected_object_596.jpg,0
data/dataset_crops/detected_object_4889.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_494.jpg,1
data/dataset_crops/detected_object_3781.jpg,1
data/dataset_crops/detected_object_4421.jpg,1
data/dataset_crops/detected_object_174.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_361.jpg,1
data/dataset_crops/detected_object_4535.jpg,0
data/dataset_crops/detected_object_49.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_144.jpg,1
data/dataset_crops/detected_object_286.jpg,0
data/dataset_crops/detected_object_2429.jpg,1
data/dataset_crops/detected_object_4107.jpg,0
data/dataset_crops/detected_object_2078.jpg,1
data/dataset_crops/detected_object_423.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_188.jpg,1
data/dataset_crops/detected_object_376.jpg,0
data/dataset_crops/detected_object_519.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_404.jpg,1
data/dataset_crops/detected_object_1915.jpg,1
data/dataset_crops/detected_object_1787.jpg,0
data/dataset_crops/detected_object_1608.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_231.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_252.jpg,1
data/dataset_crops/detected_object_1842.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_670.jpg,1
data/dataset_crops/detected_object_2613.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_017.jpg,1
data/dataset_crops/detected_object_1343.jpg,0
data/dataset_crops/detected_object_400.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_216.jpg,1
data/dataset_crops/detected_object_1569.jpg,1
data/dataset_crops/detected_object_6446.jpg,0
data/dataset_crops/detected_object_4108.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_548.jpg,1
data/dataset_crops/detected_object_2001.jpg,1
data/dataset_crops/detected_object_6789.jpg,0
data/dataset_crops/detected_object_6167.jpg,0
data/dataset_crops/detected_object_5409.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_208.jpg,1
data/dataset_crops/detected_object_6158.jpg,0
data/dataset_crops/detected_object_2424.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_416.jpg,1
data/dataset_crops/detected_object_6384.jpg,0
data/dataset_crops/detected_object_53.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_374.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_107.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_800.jpg,1
data/dataset_crops/detected_object_79.jpg,0
data/dataset_crops/detected_object_6622.jpg,0
data/dataset_crops/detected_object_3776.jpg,1
data/dataset_crops/detected_object_3985.jpg,1
data/dataset_crops/detected_object_5725.jpg,0
data/dataset_crops/detected_object_6202.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_028.jpg,1
data/dataset_crops/detected_object_2510.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_618.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_317.jpg,1
data/dataset_crops/detected_object_3224.jpg,1
data/dataset_crops/detected_object_1486.jpg,0
data/dataset_crops/detected_object_861.jpg,1
data/dataset_crops/detected_object_6773.jpg,0
data/dataset_crops/detected_object_3436.jpg,1
data/dataset_crops/detected_object_6079.jpg,0
data/dataset_crops/detected_object_790.jpg,0
data/dataset_crops/detected_object_2843.jpg,1
data/dataset_crops/detected_object_4417.jpg,1
data/dataset_crops/detected_object_4917.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_623.jpg,1
data/dataset_crops/detected_object_6086.jpg,0
data/dataset_crops/detected_object_18.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_476.jpg,1
data/dataset_crops/detected_object_662.jpg,0
data/dataset_crops/detected_object_6945.jpg,0
data/dataset_crops/detected_object_5012.jpg,1
data/dataset_crops/detected_object_4931.jpg,0
data/dataset_crops/detected_object_5084.jpg,1
data/dataset_crops/detected_object_5858.jpg,0
data/dataset_crops/detected_object_2002.jpg,1
data/dataset_crops/detected_object_3143.jpg,1
data/dataset_crops/detected_object_6695.jpg,0
data/dataset_crops/detected_object_3703.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_320.jpg,1
data/dataset_crops/detected_object_2443.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_413.jpg,1
data/dataset_crops/detected_object_978.jpg,0
data/dataset_crops/detected_object_6825.jpg,0
data/dataset_crops/detected_object_6327.jpg,0
data/dataset_crops/detected_object_678.jpg,0
data/dataset_crops/detected_object_1984.jpg,1
data/dataset_crops/detected_object_3382.jpg,1
data/dataset_crops/detected_object_179.jpg,0
data/dataset_crops/detected_object_5080.jpg,0
data/dataset_crops/detected_object_2780.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_792.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_153.jpg,1
data/dataset_crops/detected_object_2472.jpg,1
data/dataset_crops/detected_object_4804.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_851.jpg,1
data/dataset_crops/detected_object_6684.jpg,0
data/dataset_crops/detected_object_2287.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_422.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_581.jpg,1
data/dataset_crops/detected_object_5263.jpg,0
data/dataset_crops/detected_object_2886.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_273.jpg,1
data/dataset_crops/detected_object_5897.jpg,0
data/dataset_crops/detected_object_3239.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_130.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_907.jpg,1
data/dataset_crops/detected_object_2999.jpg,0
data/dataset_crops/detected_object_1893.jpg,0
data/dataset_crops/detected_object_3591.jpg,1
data/dataset_crops/detected_object_549.jpg,0
data/dataset_crops/detected_object_2277.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_049.jpg,1
data/dataset_crops/detected_object_4270.jpg,1
data/dataset_crops/detected_object_2833.jpg,0
data/dataset_crops/detected_object_590.jpg,0
data/dataset_crops/detected_object_737.jpg,0
data/dataset_crops/detected_object_128.jpg,0
data/dataset_crops/detected_object_2325.jpg,0
data/dataset_crops/detected_object_4966.jpg,1
data/dataset_crops/detected_object_6960.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_175.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_446.jpg,1
data/dataset_crops/detected_object_2962.jpg,1
data/dataset_crops/detected_object_508.jpg,0
data/dataset_crops/detected_object_6206.jpg,0
data/dataset_crops/detected_object_4874.jpg,0
data/dataset_crops/detected_object_801.jpg,0
data/dataset_crops/detected_object_6278.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_080.jpg,1
data/dataset_crops/detected_object_6770.jpg,0
data/dataset_crops/detected_object_766.jpg,0
data/dataset_crops/detected_object_1884.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_229.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_534.jpg,1
data/dataset_crops/detected_object_5710.jpg,1
data/dataset_crops/detected_object_2404.jpg,0
data/dataset_crops/detected_object_2533.jpg,1
data/dataset_crops/detected_object_4213.jpg,1
data/dataset_crops/detected_object_4767.jpg,0
data/dataset_crops/detected_object_138.jpg,0
data/dataset_crops/detected_object_4115.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_718.jpg,1
data/dataset_crops/detected_object_1077.jpg,0
data/dataset_crops/detected_object_6323.jpg,0
data/dataset_crops/detected_object_1284.jpg,1
data/dataset_crops/detected_object_6282.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_071.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_765.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_686.jpg,1
data/dataset_crops/detected_object_2943.jpg,1
data/dataset_crops/detected_object_2425.jpg,0
data/dataset_crops/detected_object_3366.jpg,1
data/dataset_crops/detected_object_6129.jpg,0
data/dataset_crops/detected_object_3369.jpg,1
data/dataset_crops/detected_object_1514.jpg,0
data/dataset_crops/detected_object_5540.jpg,0
data/dataset_crops/detected_object_6968.jpg,0
data/dataset_crops/detected_object_874.jpg,0
data/dataset_crops/detected_object_4285.jpg,1
data/dataset_crops/detected_object_2231.jpg,0
data/dataset_crops/detected_object_4340.jpg,0
data/dataset_crops/detected_object_6292.jpg,0
data/dataset_crops/detected_object_3306.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_750.jpg,1
data/dataset_crops/detected_object_6840.jpg,0
data/dataset_crops/detected_object_6992.jpg,0
data/dataset_crops/detected_object_6723.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_022.jpg,1
data/dataset_crops/detected_object_3918.jpg,1
data/dataset_crops/detected_object_6670.jpg,0
data/dataset_crops/detected_object_5102.jpg,0
data/dataset_crops/detected_object_2949.jpg,1
data/dataset_crops/detected_object_3514.jpg,0
data/dataset_crops/detected_object_42.jpg,0
data/dataset_crops/detected_object_2398.jpg,0
data/dataset_crops/detected_object_2030.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_898.jpg,1
data/dataset_crops/detected_object_306.jpg,0
data/dataset_crops/detected_object_3458.jpg,1
data/dataset_crops/detected_object_5414.jpg,0
data/dataset_crops/detected_object_1592.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_312.jpg,1
data/dataset_crops/detected_object_6898.jpg,0
data/crops/gt_positive/C1_1_Fe2O3002_c_517.jpg,1
data/dataset_crops/detected_object_2712.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_393.jpg,1
data/dataset_crops/detected_object_3175.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_046.jpg,1
data/dataset_crops/detected_object_6072.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_326.jpg,1
data/dataset_crops/detected_object_2018.jpg,1
data/dataset_crops/detected_object_434.jpg,0
data/dataset_crops/detected_object_5773.jpg,0
data/dataset_crops/detected_object_2938.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_069.jpg,1
data/dataset_crops/detected_object_4572.jpg,0
data/dataset_crops/detected_object_1967.jpg,0
data/dataset_crops/detected_object_4500.jpg,0
data/dataset_crops/detected_object_6762.jpg,0
data/dataset_crops/detected_object_3714.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_506.jpg,1
data/dataset_crops/detected_object_2318.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_455.jpg,1
data/dataset_crops/detected_object_5867.jpg,0
data/dataset_crops/detected_object_2289.jpg,1
data/dataset_crops/detected_object_1278.jpg,1
data/dataset_crops/detected_object_6969.jpg,0
data/dataset_crops/detected_object_4834.jpg,1
data/dataset_crops/detected_object_2488.jpg,1
data/dataset_crops/detected_object_4127.jpg,0
data/crops/gt_positive/C5_2_Fe2O3003_c_526.jpg,1
data/dataset_crops/detected_object_5870.jpg,0
data/dataset_crops/detected_object_1018.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_389.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_364.jpg,1
data/dataset_crops/detected_object_5077.jpg,0
data/dataset_crops/detected_object_3952.jpg,1
data/dataset_crops/detected_object_2089.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_480.jpg,1
data/dataset_crops/detected_object_2748.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_400.jpg,1
data/dataset_crops/detected_object_4463.jpg,1
data/dataset_crops/detected_object_4255.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_552.jpg,1
data/dataset_crops/detected_object_3248.jpg,1
data/dataset_crops/detected_object_4987.jpg,0
data/dataset_crops/detected_object_5572.jpg,1
data/dataset_crops/detected_object_7012.jpg,0
data/crops/gt_positive/K1_Fe2O3001_c_510.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_232.jpg,1
data/crops/gt_positive/C5_2_Fe2O3003_c_456.jpg,1
data/crops/gt_positive/C1_1_Fe2O3002_c_113.jpg,1
data/dataset_crops/detected_object_6369.jpg,1
data/dataset_crops/detected_object_5304.jpg,0
data/dataset_crops/detected_object_5389.jpg,1
data/dataset_crops/detected_object_4474.jpg,1
data/dataset_crops/detected_object_743.jpg,0
data/dataset_crops/detected_object_2765.jpg,0
data/dataset_crops/detected_object_1228.jpg,1
data/dataset_crops/detected_object_6019.jpg,0
data/dataset_crops/detected_object_2359.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_334.jpg,1
data/dataset_crops/detected_object_3660.jpg,1
data/dataset_crops/detected_object_1266.jpg,1
data/dataset_crops/detected_object_5209.jpg,0
data/dataset_crops/detected_object_5560.jpg,0
data/dataset_crops/detected_object_5387.jpg,1
data/crops/gt_positive/K1_Fe2O3001_c_402.jpg,1
data/dataset_crops/detected_object_5074.jpg,0
data/dataset_crops/detected_object_5103.jpg,1
data/dataset_crops/detected_object_6677.jpg,1
data/dataset_crops/detected_object_6290.jpg,0
data/dataset_crops/detected_object_4422.jpg,1
data/dataset_crops/detected_object_1701.jpg,0
