plate_name,organism_id,bbox_x,bbox_y,bbox_w,bbox_h,area_px,major_axis_px,minor_axis_px,p_collembola,perimeter_px,length_um,width_um,volume_um3,eccentricity,solidity
K1_Fe2O3001 (1).jpg,58,3585,706,180,138,9165,230.51213688854756,51.60261428381349,0.9990652203559875,509.47012947258855,230.51213688854756,51.60261428381349,321392.5665020504,0.9746211445565144,0.9281952602795219
K1_Fe2O3001 (1).jpg,59,3745,1353,173,61,7358,182.03740702391255,52.217551073390574,0.9997369647026062,414.2497833620557,182.03740702391255,52.217551073390574,259891.6123100702,0.9579753110473022,0.9553362762918722
K1_Fe2O3001 (1).jpg,60,2404,2081,207,50,8229,218.36895687425425,48.52460359447387,0.9981916546821594,476.35028842544403,218.36895687425425,48.52460359447387,269223.8399614342,0.9749979543778853,0.9465148378191857
K1_Fe2O3001 (1).jpg,61,4160,1453,169,156,8808,233.33523138758395,48.837663154886975,0.9995930790901184,504.13917703090067,233.33523138758395,48.837663154886975,291399.4250774187,0.9778509267734342,0.9403224084552151
K1_Fe2O3001 (1).jpg,62,3475,1338,142,96,5538,174.46853642528117,41.2740250314916,0.9950154423713684,383.445742854949,174.46853642528117,41.2740250314916,155621.4245991623,0.971614443059925,0.9440845550630753
K1_Fe2O3001 (1).jpg,64,4291,1491,160,84,5941,184.64691977725033,41.820236319771865,0.9970972537994385,405.98989873223326,184.64691977725033,41.820236319771865,169088.33777971272,0.9740140504382898,0.936327817178881
K1_Fe2O3001 (1).jpg,65,3021,723,213,62,8978,225.88558158293787,51.895385660998215,0.9999097585678101,509.11984104714446,225.88558158293787,51.895385660998215,318525.8038205042,0.973251587901133,0.879333986287953
K1_Fe2O3001 (1).jpg,66,3802,1527,96,42,2254,104.34207213666257,28.566108559342204,0.9999608993530273,234.99494936611666,104.34207213666257,28.566108559342204,44582.071502801125,0.961794154586775,0.937603993344426
K1_Fe2O3001 (1).jpg,67,3636,1794,170,79,7473,175.4058109766583,64.2265409944099,0.9999467134475708,488.0731598529186,175.4058109766583,64.2265409944099,378853.81552840257,0.9305520223464585,0.76504914004914
K1_Fe2O3001 (1).jpg,68,3564,793,38,119,3209,124.7066756095135,34.2607601167937,0.9999819993972778,287.1370849898476,124.7066756095135,34.2607601167937,76644.7324600963,0.9615211947585101,0.8886734976460814
K1_Fe2O3001 (1).jpg,69,3091,1556,94,182,9739,190.50811437708143,83.26066771472928,0.9976879358291626,554.7005768508881,190.50811437708143,83.26066771472928,691499.5146271159,0.8994395164568438,0.7903749391332576
K1_Fe2O3001 (1).jpg,70,4091,1801,54,187,8357,197.8299680115912,54.354083138034376,0.9999405145645142,437.8650070512054,197.8299680115912,54.354083138034376,306023.6929643206,0.9615152655045934,0.9650115473441109
K1_Fe2O3001 (1).jpg,71,2548,1424,158,76,5633,181.5328846360744,46.105505834794315,0.9997174143791199,421.84776310850236,181.5328846360744,46.105505834794315,202050.30642285143,0.9672097831273686,0.7837762626965354
K1_Fe2O3001 (1).jpg,72,4046,1320,124,36,3455,135.71523036970106,33.47654219951873,0.9999866485595703,292.12489168102786,135.71523036970106,33.47654219951873,79635.80913361438,0.9691001620279592,0.939113889643925
K1_Fe2O3001 (1).jpg,73,4241,753,174,74,7407,156.75120116777046,64.91965263865576,0.999607503414154,436.2203461105329,156.75120116777046,64.91965263865576,345909.01018423133,0.9102053281308241,0.7811643113267244
K1_Fe2O3001 (1).jpg,74,3670,894,128,89,4908,157.20976233166135,44.99641634401572,0.9995079040527344,359.0193359837561,157.20976233166135,44.99641634401572,166661.00124586836,0.9581642348075776,0.8504591925142956
K1_Fe2O3001 (1).jpg,75,4147,862,74,78,2606,101.73740318544147,40.09842285871946,0.9998465776443481,251.86500705120545,101.73740318544147,40.09842285871946,85651.27915595147,0.919051918170373,0.8146295717411691
K1_Fe2O3001 (1).jpg,76,4174,1287,158,74,6192,175.00596334671067,50.85494414510263,0.9999680519104004,451.6883835420683,175.00596334671067,50.85494414510263,236983.34935227767,0.956847731128048,0.8179656538969617
K1_Fe2O3001 (1).jpg,77,2716,2048,74,154,5220,173.98706590694937,39.86298209683696,0.9993659853935242,398.19090885900994,173.98706590694937,39.86298209683696,144762.1937156454,0.973399448669878,0.8702900966988997
K1_Fe2O3001 (1).jpg,78,3773,942,79,149,5091,169.9742938040241,39.10316676869129,0.997087299823761,377.50461735799473,169.9742938040241,39.10316676869129,136083.58068302076,0.9731780033484075,0.9375690607734807
K1_Fe2O3001 (1).jpg,79,3465,1526,141,69,4904,157.8146303512239,44.56826899859593,0.9999744892120361,356.3919189857867,157.8146303512239,44.56826899859593,164133.57090170844,0.9592940984163856,0.8539091067386383
K1_Fe2O3001 (1).jpg,80,2563,1878,219,131,11393,241.04039774327836,84.28118177222548,0.9967402815818787,818.77878733769,241.04039774327836,84.28118177222548,896498.7549034108,0.9368782185436513,0.6707288355115978
K1_Fe2O3001 (1).jpg,81,4330,1387,103,123,6915,135.66404970815154,69.52093846359998,0.9999550580978394,369.88939366884495,135.66404970815154,69.52093846359998,343316.4802556083,0.8587175215092197,0.9073612386825876
K1_Fe2O3001 (1).jpg,82,3722,591,114,192,9209,224.8969923200389,57.015233613827476,0.9998242259025574,562.4579361637687,224.8969923200389,57.015233613827476,382793.08690410154,0.967330904748393,0.7862875683060109
K1_Fe2O3001 (1).jpg,83,2889,1275,175,168,9697,247.7107651053083,52.5194270262348,0.9832942485809326,537.2102448427661,247.7107651053083,52.5194270262348,357753.14624600875,0.9772655105153543,0.9000371264154446
K1_Fe2O3001 (1).jpg,84,4095,1387,61,45,1874,65.45331826035456,38.03341837725972,0.9966541528701782,175.68124086713186,65.45331826035456,38.03341837725972,49574.804770924784,0.8138485793338774,0.9355966050923614
K1_Fe2O3001 (1).jpg,86,3741,505,71,148,4560,166.65354285553167,37.11619497158686,0.9999922513961792,376.6761902332486,166.65354285553167,37.11619497158686,120209.85347984228,0.9748836644826906,0.8421052631578947
K1_Fe2O3001 (1).jpg,87,3635,1514,69,44,1509,80.59962775360891,24.95219617323558,0.9999980926513672,185.58073580374355,80.59962775360891,24.95219617323558,26275.39240783071,0.950872740311751,0.921808185705559
K1_Fe2O3001 (1).jpg,88,3833,1691,121,136,6469,167.67525910746335,62.02667645506483,0.998934805393219,456.71782079359116,167.67525910746335,62.02667645506483,337772.76643541554,0.9290630303231645,0.7362012063275293
K1_Fe2O3001 (1).jpg,90,2495,1765,85,114,3392,144.59895545249353,30.67961775584423,0.9999303817749023,311.889393668845,144.59895545249353,30.67961775584423,71262.92871555519,0.9772326860681144,0.9255115961800818
K1_Fe2O3001 (1).jpg,91,3289,1232,50,141,4196,155.47971814279848,36.36364896324022,0.999994158744812,337.3797256769669,155.47971814279848,36.36364896324022,107648.32590360865,0.9722653895423881,0.9078321073128516
K1_Fe2O3001 (1).jpg,92,2713,1361,163,141,8917,203.19150234760738,67.37634428586782,0.9943863153457642,635.3107499061545,203.19150234760738,67.37634428586782,482968.7713458311,0.943423462875593,0.7071932746450947
K1_Fe2O3001 (1).jpg,93,4046,1287,286,74,9865,317.6874274782819,49.86977592421524,0.999991774559021,699.0081886954629,317.6874274782819,49.86977592421524,413688.53396643756,0.9876021803795252,0.7459357277882798
K1_Fe2O3001 (1).jpg,94,2438,1481,86,27,1993,94.50438824653025,27.75212011178991,0.999931812286377,210.08326112068522,94.50438824653025,27.75212011178991,38110.34939576225,0.955910060581065,0.9540449976065103
K1_Fe2O3001 (1).jpg,95,2875,1866,82,70,2417,97.90358530147208,37.71613330106303,0.9994838237762451,249.27922061357856,97.90358530147208,37.71613330106303,72920.81981805131,0.9228174585678827,0.7844855566374553
K1_Fe2O3001 (1).jpg,96,3119,1804,87,29,1492,76.95188787780683,28.075143422132545,0.9999501705169678,191.88225099390857,76.95188787780683,28.075143422132545,31758.63794960528,0.9310701458704872,0.8405633802816901
K1_Fe2O3001 (1).jpg,97,3601,2218,133,85,4854,162.83220453243655,39.57008936072306,0.9681620597839355,360.43354954612926,162.83220453243655,39.57008936072306,133497.45521008794,0.9700234210911671,0.9023982152816509
K1_Fe2O3001 (1).jpg,100,4069,1577,59,86,2807,95.75188006804424,38.62161870418965,0.9983034133911133,238.45079348883237,95.75188006804424,38.62161870418965,74783.68753962264,0.9150453283200453,0.9098865478119935
K1_Fe2O3001 (1).jpg,101,3047,1235,88,54,3203,90.50576797878664,46.984788884523,0.999897837638855,242.40916292848974,90.50576797878664,46.984788884523,104613.9113024314,0.8546917386727741,0.952990181493603
K1_Fe2O3001 (1).jpg,102,3401,956,109,121,5036,162.06537569846398,40.22735768896969,0.9947831034660339,356.90158697766475,162.06537569846398,40.22735768896969,137319.39358929344,0.9687044923084744,0.9475070555032926
K1_Fe2O3001 (1).jpg,103,3238,2169,80,81,3837,104.13118970481017,47.97684646405343,0.9999370574951172,263.0782104868019,104.13118970481017,47.97684646405343,125499.74663231273,0.8875379367553666,0.9652830188679246
K1_Fe2O3001 (1).jpg,105,4289,1387,162,189,13247,211.41572814246624,102.81476882458595,0.9994916915893555,674.5828278447966,211.41572814246624,102.81476882458595,1170164.5101188868,0.8737832267416932,0.7711607870532076
K1_Fe2O3001 (1).jpg,106,2368,1285,118,76,2915,146.3637929951913,30.835251890243963,0.9997771382331848,315.3624817342638,146.3637929951913,30.835251890243963,72866.39419405206,0.9775560711389495,0.7910447761194029
K1_Fe2O3001 (1).jpg,108,3113,1804,94,54,2452,96.53274312898978,37.97173803112092,0.9999964237213135,264.2670273047588,96.53274312898978,37.97173803112092,72877.62681118344,0.9193862202674197,0.8426116838487973
K1_Fe2O3001 (1).jpg,109,3090,2216,49,63,1386,77.87286645255723,23.511036448022377,0.9999866485595703,175.9655121145938,77.87286645255723,23.511036448022377,22538.67249316938,0.9533346449602694,0.9333333333333333
K1_Fe2O3001 (1).jpg,110,3376,2000,72,49,1927,83.91129645337429,30.09281852362185,0.9999916553497314,198.0660171779821,83.91129645337429,30.09281852362185,39787.329048719956,0.9334811190359596,0.9432207537934411
K1_Fe2O3001 (1).jpg,112,2373,1181,146,70,5751,144.1307707898692,57.80039070925244,0.9995145797729492,388.7766952966369,144.1307707898692,57.80039070925244,252125.56223617186,0.9160660515893833,0.8374836173001311
K1_Fe2O3001 (1).jpg,113,3344,1294,70,40,1618,78.70603636045202,26.486032077369227,0.999281108379364,183.6812408671319,78.70603636045202,26.486032077369227,28909.49235091115,0.941676878654215,0.9473067915690867
K1_Fe2O3001 (1).jpg,114,2987,1932,95,149,9501,150.7568124268822,85.5458987543373,0.9969180822372437,447.48737341529164,150.7568124268822,85.5458987543373,577662.2072606758,0.8234126762593633,0.8957292354105779
K1_Fe2O3001 (1).jpg,115,2494,1766,121,116,7593,154.331876492003,64.29782972861004,0.9996274709701538,388.51681066681454,154.331876492003,64.29782972861004,334077.2388323493,0.9090804835775004,0.9537746514257003
K1_Fe2O3001 (1).jpg,116,3090,2213,78,67,3107,93.16975808255798,43.48324205399002,0.9999902248382568,240.35028842544403,93.16975808255798,43.48324205399002,92239.60282332332,0.8844105006150563,0.9472560975609756
K1_Fe2O3001 (1).jpg,119,2711,2239,128,64,4797,114.60474211021005,55.48662256047649,0.9973287582397461,321.5573952066306,114.60474211021005,55.48662256047649,184747.16861904025,0.8749814588453528,0.8712313839447875
K1_Fe2O3001 (1).jpg,120,4058,1998,136,199,9716,246.80691106641225,54.85631690307991,0.9996633529663086,543.7127701597078,246.80691106641225,54.85631690307991,388874.2886278668,0.9749864963968043,0.8664169787765293
K1_Fe2O3001 (1).jpg,121,3600,2220,222,112,7872,256.745841945352,63.22606650934202,0.9490736126899719,604.547293938864,256.745841945352,63.22606650934202,537395.9248888786,0.9692039661581742,0.6406771384390005
K1_Fe2O3001 (1).jpg,122,2866,1771,97,36,1924,93.20713455666166,27.284205699965767,0.9999278783798218,229.33809511662426,93.20713455666166,27.284205699965767,36330.41922027402,0.9561961877943708,0.9054117647058824
K1_Fe2O3001 (1).jpg,124,2323,2131,70,29,1465,76.34566486348643,25.406273638180725,0.9993600249290466,175.1543289325507,76.34566486348643,25.406273638180725,25802.68773351376,0.9430046615322659,0.9325270528325907
K1_Fe2O3001 (1).jpg,125,2847,1447,113,165,11826,178.10068922719074,91.69612185043084,0.9981264472007751,516.9604614807105,178.10068922719074,91.69612185043084,784090.4402331539,0.8572769680600408,0.8690476190476191
K1_Fe2O3001 (1).jpg,126,2112,1745,52,102,3993,102.77181370706461,53.0361569262994,0.9998369216918945,272.2670273047588,102.77181370706461,53.0361569262994,151361.95804433216,0.8565539914729758,0.9873887240356083
K1_Fe2O3001 (1).jpg,127,3285,619,72,67,1767,85.62320156028456,38.54856368786212,0.9999996423721313,243.66399692442877,85.62320156028456,38.54856368786212,66620.28509077344,0.8929218674789079,0.6522702104097453
K1_Fe2O3001 (1).jpg,128,2889,1235,243,209,13879,333.55942353929765,62.133077124273015,0.9991443157196045,756.4711754931151,333.55942353929765,62.133077124273015,674244.7319075968,0.9824980464185419,0.7551142546245919
K1_Fe2O3001 (1).jpg,129,2435,1202,142,78,5824,145.43929819387444,55.97401330228,0.9985736608505249,412.9188309203678,145.43929819387444,55.97401330228,238590.5761324943,0.9229742595367273,0.7507089456045373
K1_Fe2O3001 (1).jpg,131,4213,589,202,228,14803,305.57477051087596,96.7577380401855,0.9950592517852783,832.5422433049805,305.57477051087596,96.7577380401855,1497916.2448592114,0.9485451943273748,0.6021396029938171
K1_Fe2O3001 (1).jpg,134,2713,2046,106,157,9774,178.25886263527957,72.30708748499072,0.9996770620346069,478.6883835420683,178.25886263527957,72.30708748499072,487990.6385393447,0.9140375010087255,0.8995030369961348
K1_Fe2O3001 (1).jpg,135,3507,1958,64,103,2044,132.06638581038905,31.104003522561793,0.9999440908432007,300.14927829866735,132.06638581038905,31.104003522561793,66899.59676362626,0.9718700008414469,0.6201456310679612
K1_Fe2O3001 (1).jpg,137,2440,1182,156,98,7544,165.7065671237721,61.995742298583,0.998188316822052,437.5462479183374,165.7065671237721,61.995742298583,333474.07095264544,0.9273764038588054,0.9018529587567244
K1_Fe2O3001 (1).jpg,140,4142,2223,202,80,8291,218.3497237329909,69.13629354884901,0.9999045133590698,541.2447327281724,218.3497237329909,69.13629354884901,546466.3885460091,0.948548788168133,0.6820500164527805
K1_Fe2O3001 (1).jpg,141,2403,2127,60,81,3150,89.0476871651397,47.69226394415191,0.9976586103439331,245.6812408671319,89.0476871651397,47.69226394415191,106051.5801847513,0.844483757546302,0.7882882882882883
K1_Fe2O3001 (1).jpg,142,2381,1175,194,104,11031,191.3506765912685,82.60206648243475,0.9960297346115112,542.4163056034262,191.3506765912685,82.60206648243475,683613.2144361978,0.9020273006155618,0.7961746661854926
K1_Fe2O3001 (1).jpg,143,4159,1388,256,222,18132,326.25118584857955,124.1995995023073,0.9985314607620239,1100.0285706997456,326.25118584857955,124.1995995023073,2635063.6619187365,0.9247039389034836,0.6536409516943043
K1_Fe2O3001 (1).jpg,144,4072,1452,256,204,10838,326.5837818937872,61.2517813265428,0.9999159574508667,825.3534264870236,326.5837818937872,61.2517813265428,641550.2566021099,0.9822544766692349,0.6092186621697583
K1_Fe2O3001 (1).jpg,146,2896,26,70,50,2472,75.23893070619813,42.10787625391549,0.9990701079368591,198.99494936611666,75.23893070619813,42.10787625391549,69850.24166099446,0.8287254054488771,0.9686520376175548
K1_Fe2O3001 (1).jpg,151,3344,676,58,59,1369,82.23162751716607,22.489194397156854,0.991329550743103,185.9655121145938,82.23162751716607,22.489194397156854,21776.360884656206,0.9618759990992078,0.8826563507414571
K1_Fe2O3001 (1).jpg,152,2916,2123,74,86,1768,120.32173147216601,27.529749817459905,0.9998598098754883,259.56349186104046,120.32173147216601,27.529749817459905,47747.12478835008,0.9734731822046808,0.6589638464405516
K1_Fe2O3001 (1).jpg,153,3801,2009,207,294,6877,377.3589588846255,36.152965188896815,0.9998270869255066,929.7270555095806,377.3589588846255,36.152965188896815,258250.4775891608,0.9954000985576125,0.6291281675967432
K1_Fe2O3001 (1).jpg,154,3222,1342,75,56,2079,92.92005494836654,34.70634793795758,0.9999579191207886,227.9238815542512,92.92005494836654,34.70634793795758,58603.81827417868,0.9276271141550156,0.7516268980477223
K1_Fe2O3001 (1).jpg,156,2937,1288,167,152,5796,240.89157185566836,37.356435172694404,0.991939127445221,497.4112549695428,240.89157185566836,37.356435172694404,176015.56728581933,0.9879025860321253,0.7533142708604107
K1_Fe2O3001 (1).jpg,164,2135,1909,143,150,12101,189.02334664713487,82.6624313293962,0.999797523021698,508.3158005400379,189.02334664713487,82.6624313293962,676286.0360736545,0.8993092023395621,0.915424767380286
K1_Fe2O3001 (1).jpg,166,3085,2196,86,89,4388,111.5289524387712,52.994181739401995,0.9999969005584717,297.21424945612296,111.5289524387712,52.994181739401995,163999.53886296938,0.8798990014180694,0.8784784784784785
K1_Fe2O3001 (1).jpg,167,4212,561,132,198,7969,218.95401208548157,54.27436102849873,0.9988992214202881,532.0914498161482,218.95401208548157,54.27436102849873,337707.70411344274,0.9687906966265716,0.714260105763198
K1_Fe2O3001 (1).jpg,171,2323,2081,287,123,12260,297.6406406523987,79.08237301132256,0.9976182579994202,799.144227664784,297.6406406523987,79.08237301132256,974653.4810462504,0.9640564508744666,0.6034652490647765
K1_Fe2O3001 (1).jpg,173,3393,955,137,150,9423,183.25651715051552,67.45527637369689,0.9987185001373291,453.2274887854692,183.25651715051552,67.45527637369689,436606.2041278768,0.9297893338638152,0.9287403903015967
K1_Fe2O3001 (1).jpg,175,3020,722,244,92,14705,237.03919947704645,84.15279754854781,0.9998117089271545,621.1614716074871,237.03919947704645,84.15279754854781,878933.2827275199,0.9348600819539463,0.875975457199023
K1_Fe2O3001 (1).jpg,177,3745,630,113,178,5570,219.59848642365878,39.46854640737555,0.983623206615448,471.87214972614186,219.59848642365878,39.46854640737555,179114.28705188187,0.9837158869901826,0.7418753329781567
K1_Fe2O3001 (1).jpg,178,2782,1447,175,165,12294,169.6005339336753,104.72126602414424,0.9907556176185608,568.5168106668145,169.6005339336753,104.72126602414424,973857.9308628202,0.7866035753081819,0.6295897987402058
K1_Fe2O3001 (1).jpg,179,4194,1695,153,87,1869,185.81905761246543,18.458868346608106,0.9967036843299866,380.58787847867995,185.81905761246543,18.458868346608106,33151.18218621227,0.9950537617123917,0.633130081300813
K1_Fe2O3001 (1).jpg,184,6472,1169,34,146,4374,156.58695196720967,35.991119317141894,0.9999830722808838,333.78174593052023,156.58695196720967,35.991119317141894,106204.98439348194,0.9732266576245893,0.9696297938372866
K1_Fe2O3001 (1).jpg,186,4224,1452,105,128,5857,158.02030764389332,48.94449689306975,0.9999474287033081,374.6173157302028,158.02030764389332,48.94449689306975,198207.1252539316,0.9508227638694902,0.937269963194111
K1_Fe2O3001 (1).jpg,188,5969,369,123,31,3222,133.12190551622248,31.217334364949632,0.9999833106994629,283.6396103067893,133.12190551622248,31.217334364949632,67926.58483633964,0.9721156710789277,0.9594997022036926
K1_Fe2O3001 (1).jpg,191,4224,1279,109,82,4807,131.82752304690948,52.97578083950512,0.9999889135360718,366.7766952966369,131.82752304690948,52.97578083950512,193713.30366904507,0.9157025429644821,0.8013002167027838
K1_Fe2O3001 (1).jpg,192,5298,1940,92,276,16416,293.8436974482532,72.61506921103438,0.9998763799667358,660.5584412271571,293.8436974482532,72.61506921103438,811275.7856832503,0.968984524171467,0.9443166129774505
K1_Fe2O3001 (1).jpg,194,4707,1291,192,126,10528,223.19856024773156,73.80739607299702,0.9926927089691162,630.3757210636101,223.19856024773156,73.80739607299702,636633.9262901142,0.9437427894492847,0.7717343498020818
K1_Fe2O3001 (1).jpg,195,4612,1120,117,103,4506,157.09616100475608,42.48620819263117,0.9993126392364502,355.30360723121805,157.09616100475608,42.48620819263117,148477.32697278835,0.9627348242919553,0.8406716417910448
K1_Fe2O3001 (1).jpg,196,6321,426,138,74,4829,156.91123544856805,40.18447886342327,0.999985933303833,349.60512242138304,156.91123544856805,40.18447886342327,132668.96625974306,0.9666511183970751,0.9435326299335678
K1_Fe2O3001 (1).jpg,198,4242,751,279,76,13102,269.9321239250273,64.2194103670717,0.9999079704284668,678.9015869776647,269.9321239250273,64.2194103670717,582888.9491620207,0.971287331772567,0.8599934361667214
K1_Fe2O3001 (1).jpg,199,6305,1028,144,103,5478,176.87429549525024,40.175457927521634,0.9880654811859131,389.38686835190333,176.87429549525024,40.175457927521634,149480.6634092254,0.9738618118187596,0.9189733266230499
K1_Fe2O3001 (1).jpg,201,4492,529,201,156,8984,246.79555064470543,53.99429906642217,0.9860016107559204,607.8965363437813,246.79555064470543,53.99429906642217,376731.3513793138,0.9757738766058501,0.7286884581069024
K1_Fe2O3001 (1).jpg,204,5101,1253,126,199,9405,237.42371475393634,53.460493265690566,0.9951874017715454,527.5706345359769,237.42371475393634,53.460493265690566,355294.62805639015,0.9743196904262874,0.8947769003900675
K1_Fe2O3001 (1).jpg,205,5175,298,116,188,8646,220.5867645879472,51.45333125925487,0.9988645315170288,489.0853531617383,220.5867645879472,51.45333125925487,305777.17814500205,0.9724152055692231,0.9281803542673108
K1_Fe2O3001 (1).jpg,206,5262,824,189,117,10008,182.73904122870601,87.27635583953031,0.9979454874992371,620.6477990022522,182.73904122870601,87.27635583953031,728824.851674932,0.8785768311073029,0.7094350322534911
K1_Fe2O3001 (1).jpg,207,4810,821,92,141,6054,165.1190569434707,53.36937209673184,0.9997456669807434,428.0904037956216,165.1190569434707,53.36937209673184,246252.13718377575,0.946324698366646,0.8105502744678003
K1_Fe2O3001 (1).jpg,208,4826,1021,90,39,2058,97.44918916294226,27.13622143637734,0.9999608993530273,218.7523086789974,97.44918916294226,27.13622143637734,37572.976528565654,0.9604462792440291,0.9545454545454546
K1_Fe2O3001 (1).jpg,210,5057,535,82,148,5285,170.41035119406385,41.029483452176464,0.9983770847320557,375.6467529817257,170.41035119406385,41.029483452176464,150205.7964833501,0.970582515677235,0.9046559397466621
K1_Fe2O3001 (1).jpg,211,5682,1509,142,56,5069,153.1319283171964,44.56135241758519,0.9997773766517639,355.4213562373095,153.1319283171964,44.56135241758519,159213.9436559545,0.9567231298401955,0.8726114649681529
K1_Fe2O3001 (1).jpg,216,6117,0,410,95,17329,421.05200719573065,65.27096738648531,0.9805207252502441,948.8772003600251,421.05200719573065,65.27096738648531,939235.4224376527,0.9879115236936172,0.8367455335586673
K1_Fe2O3001 (1).jpg,217,6329,1140,102,266,10874,278.95306446493646,73.61927335252423,0.9910412430763245,701.8670990922585,278.95306446493646,73.61927335252423,791612.8075340426,0.9645465539477112,0.6321357981630042
K1_Fe2O3001 (1).jpg,218,4224,2208,118,100,6588,144.88122637560437,69.51074946634698,0.9997959733009338,437.1614716074871,144.88122637560437,69.51074946634698,366534.34742482845,0.8773902046209368,0.77260466752668
K1_Fe2O3001 (1).jpg,219,5194,135,143,56,4466,155.31295056300527,38.25875576108197,0.999884843826294,344.1076477383248,155.31295056300527,38.25875576108197,119033.16367878072,0.969185169229431,0.9071704245378834
K1_Fe2O3001 (1).jpg,220,5656,174,213,82,10640,218.1851965663134,67.66704708668205,0.995050847530365,540.9604614807105,218.1851965663134,67.66704708668205,523092.3312008636,0.9506922566169166,0.8618874038072094
K1_Fe2O3001 (1).jpg,221,5612,1540,82,76,2889,106.13845852507623,35.015198557969285,0.9999655485153198,248.04877323527901,106.13845852507623,35.015198557969285,68137.24741476387,0.9440154857047701,0.9534653465346534
K1_Fe2O3001 (1).jpg,222,5562,2041,80,160,7295,175.58720371810568,53.535917555104724,0.9991942048072815,403.5046173579947,175.58720371810568,53.535917555104724,263500.82898957975,0.9523855029232944,0.9636723910171731
K1_Fe2O3001 (1).jpg,223,5194,1850,232,176,14866,290.79779424913386,66.8308624900987,0.9999359846115112,644.9503602129438,290.79779424913386,66.8308624900987,680054.7247469553,0.9732333844351045,0.9311619166927654
K1_Fe2O3001 (1).jpg,224,6460,1805,67,99,4309,107.71718722875104,51.532232765813355,0.9997534155845642,278.6934341759516,107.71718722875104,51.532232765813355,149775.76491335785,0.8781403676209569,0.9491189427312775
K1_Fe2O3001 (1).jpg,225,5985,859,118,102,4544,156.68980278314544,46.38004388001565,0.9990220069885254,366.6761902332485,156.68980278314544,46.38004388001565,176482.50787900106,0.9551882120389031,0.7679567348318405
K1_Fe2O3001 (1).jpg,226,5021,2112,174,170,9930,241.85309126370748,56.94312215842578,0.9996746778488159,543.8965363437813,241.85309126370748,56.94312215842578,410613.1145803124,0.9718876534459528,0.8667946927374302
K1_Fe2O3001 (1).jpg,228,4844,290,64,120,3946,133.30427036555088,38.139157827111646,0.9999450445175171,307.0782104868019,133.30427036555088,38.139157827111646,101527.77818433885,0.9581979596806282,0.9419909286225829
