id,path,x,y,w,h,xc,yc
82,collembolas/C1_1_Fe2O3002_c_082.jpg,7226,2481,139,78,7295.5,2520.0
83,collembolas/C1_1_Fe2O3002_c_083.jpg,7348,2520,219,103,7457.5,2571.5
84,collembolas/C1_1_Fe2O3002_c_084.jpg,7517,2540,188,139,7611.0,2609.5
85,collembolas/C1_1_Fe2O3002_c_085.jpg,7345,2621,157,69,7423.5,2655.5
86,collembolas/C1_1_Fe2O3002_c_086.jpg,7812,2666,90,162,7857.0,2747.0
87,collembolas/C1_1_Fe2O3002_c_087.jpg,7309,2778,168,145,7393.0,2850.5
88,collembolas/C1_1_Fe2O3002_c_088.jpg,7210,2822,155,230,7287.5,2937.0
89,collembolas/C1_1_Fe2O3002_c_089.jpg,7095,2931,178,85,7184.0,2973.5
90,collembolas/C1_1_Fe2O3002_c_090.jpg,6838,2972,201,165,6938.5,3054.5
91,collembolas/C1_1_Fe2O3002_c_091.jpg,6701,3056,137,158,6769.5,3135.0
92,collembolas/C1_1_Fe2O3002_c_092.jpg,7162,3031,131,87,7227.5,3074.5
93,collembolas/C1_1_Fe2O3002_c_093.jpg,7794,2798,126,88,7857.0,2842.0
94,collembolas/C1_1_Fe2O3002_c_094.jpg,7854,2801,220,103,7964.0,2852.5
95,collembolas/C1_1_Fe2O3002_c_095.jpg,8173,2809,229,62,8287.5,2840.0
96,collembolas/C1_1_Fe2O3002_c_096.jpg,8281,2592,212,212,8387.0,2698.0
97,collembolas/C1_1_Fe2O3002_c_097.jpg,8618,2630,80,72,8658.0,2666.0
98,collembolas/C1_1_Fe2O3002_c_098.jpg,8603,2824,134,119,8670.0,2883.5
99,collembolas/C1_1_Fe2O3002_c_099.jpg,7954,2884,122,156,8015.0,2962.0
100,collembolas/C1_1_Fe2O3002_c_100.jpg,8222,3003,105,94,8274.5,3050.0
101,collembolas/C1_1_Fe2O3002_c_101.jpg,7600,2981,74,95,7637.0,3028.5
102,collembolas/C1_1_Fe2O3002_c_102.jpg,7657,3078,90,107,7702.0,3131.5
103,collembolas/C1_1_Fe2O3002_c_103.jpg,6548,3214,211,85,6653.5,3256.5
104,collembolas/C1_1_Fe2O3002_c_104.jpg,6304,3296,94,114,6351.0,3353.0
105,collembolas/C1_1_Fe2O3002_c_105.jpg,6521,3331,114,122,6578.0,3392.0
106,collembolas/C1_1_Fe2O3002_c_106.jpg,7053,3344,85,161,7095.5,3424.5
107,collembolas/C1_1_Fe2O3002_c_107.jpg,7969,3072,161,124,8049.5,3134.0
108,collembolas/C1_1_Fe2O3002_c_108.jpg,8717,3053,100,231,8767.0,3168.5
109,collembolas/C1_1_Fe2O3002_c_109.jpg,9384,3443,167,107,9467.5,3496.5
110,collembolas/C1_1_Fe2O3002_c_110.jpg,7947,3162,189,130,8041.5,3227.0
111,collembolas/C1_1_Fe2O3002_c_111.jpg,8075,3155,197,164,8173.5,3237.0
112,collembolas/C1_1_Fe2O3002_c_112.jpg,8379,3223,107,67,8432.5,3256.5
113,collembolas/C1_1_Fe2O3002_c_113.jpg,8155,3246,161,157,8235.5,3324.5
114,collembolas/C1_1_Fe2O3002_c_114.jpg,5749,3329,89,176,5793.5,3417.0
115,collembolas/C1_1_Fe2O3002_c_115.jpg,5759,3471,114,244,5816.0,3593.0
116,collembolas/C1_1_Fe2O3002_c_116.jpg,5712,3498,95,122,5759.5,3559.0
117,collembolas/C1_1_Fe2O3002_c_117.jpg,5642,3563,115,132,5699.5,3629.0
118,collembolas/C1_1_Fe2O3002_c_118.jpg,5534,3607,167,191,5617.5,3702.5
119,collembolas/C1_1_Fe2O3002_c_119.jpg,6050,3485,179,206,6139.5,3588.0
120,collembolas/C1_1_Fe2O3002_c_120.jpg,6225,3567,206,125,6328.0,3629.5
121,collembolas/C1_1_Fe2O3002_c_121.jpg,6117,3652,114,166,6174.0,3735.0
122,collembolas/C1_1_Fe2O3002_c_122.jpg,6287,3627,132,102,6353.0,3678.0
123,collembolas/C1_1_Fe2O3002_c_123.jpg,5958,3660,125,132,6020.5,3726.0
124,collembolas/C1_1_Fe2O3002_c_124.jpg,6966,3491,161,69,7046.5,3525.5
125,collembolas/C1_1_Fe2O3002_c_125.jpg,6990,3535,90,42,7035.0,3556.0
126,collembolas/C1_1_Fe2O3002_c_126.jpg,7041,3572,216,149,7149.0,3646.5
127,collembolas/C1_1_Fe2O3002_c_127.jpg,7577,3305,176,77,7665.0,3343.5
128,collembolas/C1_1_Fe2O3002_c_128.jpg,7456,3333,117,137,7514.5,3401.5
129,collembolas/C1_1_Fe2O3002_c_129.jpg,7555,3379,212,79,7661.0,3418.5
130,collembolas/C1_1_Fe2O3002_c_130.jpg,7916,3287,139,197,7985.5,3385.5
131,collembolas/C1_1_Fe2O3002_c_131.jpg,8003,3368,48,139,8027.0,3437.5
132,collembolas/C1_1_Fe2O3002_c_132.jpg,8331,3286,156,104,8409.0,3338.0
133,collembolas/C1_1_Fe2O3002_c_133.jpg,2580,2548,69,171,2614.5,2633.5
134,collembolas/C1_1_Fe2O3002_c_134.jpg,2233,1953,130,57,2298.0,1981.5
135,collembolas/C1_1_Fe2O3002_c_135.jpg,3159,2985,89,172,3203.5,3071.0
136,collembolas/C1_1_Fe2O3002_c_136.jpg,2594,3394,54,89,2621.0,3438.5
137,collembolas/C1_1_Fe2O3002_c_137.jpg,2776,3329,189,94,2870.5,3376.0
138,collembolas/C1_1_Fe2O3002_c_138.jpg,3045,3326,85,74,3087.5,3363.0
139,collembolas/C1_1_Fe2O3002_c_139.jpg,3004,3358,226,114,3117.0,3415.0
140,collembolas/C1_1_Fe2O3002_c_140.jpg,3117,3520,172,94,3203.0,3567.0
141,collembolas/C1_1_Fe2O3002_c_141.jpg,3182,3598,186,74,3275.0,3635.0
142,collembolas/C1_1_Fe2O3002_c_142.jpg,3292,3702,159,167,3371.5,3785.5
143,collembolas/C1_1_Fe2O3002_c_143.jpg,3314,3786,77,132,3352.5,3852.0
144,collembolas/C1_1_Fe2O3002_c_144.jpg,3267,3829,50,112,3292.0,3885.0
145,collembolas/C1_1_Fe2O3002_c_145.jpg,4006,3664,117,177,4064.5,3752.5
146,collembolas/C1_1_Fe2O3002_c_146.jpg,3736,4087,69,74,3770.5,4124.0
147,collembolas/C1_1_Fe2O3002_c_147.jpg,3920,4120,69,135,3954.5,4187.5
148,collembolas/C1_1_Fe2O3002_c_148.jpg,3931,4164,105,142,3983.5,4235.0
149,collembolas/C1_1_Fe2O3002_c_149.jpg,4996,3928,186,82,5089.0,3969.0
150,collembolas/C1_1_Fe2O3002_c_150.jpg,4960,4008,119,80,5019.5,4048.0
151,collembolas/C1_1_Fe2O3002_c_151.jpg,5578,3859,64,100,5610.0,3909.0
152,collembolas/C1_1_Fe2O3002_c_152.jpg,6095,3851,59,38,6124.5,3870.0
153,collembolas/C1_1_Fe2O3002_c_153.jpg,6341,3853,120,52,6401.0,3879.0
154,collembolas/C1_1_Fe2O3002_c_154.jpg,6117,3886,45,144,6139.5,3958.0
155,collembolas/C1_1_Fe2O3002_c_155.jpg,6237,3889,234,104,6354.0,3941.0
156,collembolas/C1_1_Fe2O3002_c_156.jpg,6587,3824,258,94,6716.0,3871.0
157,collembolas/C1_1_Fe2O3002_c_157.jpg,6788,3823,37,102,6806.5,3874.0
158,collembolas/C1_1_Fe2O3002_c_158.jpg,7566,3430,52,119,7592.0,3489.5
159,collembolas/C1_1_Fe2O3002_c_159.jpg,7709,3431,145,199,7781.5,3530.5
160,collembolas/C1_1_Fe2O3002_c_160.jpg,7831,3500,156,90,7909.0,3545.0
161,collembolas/C1_1_Fe2O3002_c_161.jpg,7556,3538,130,145,7621.0,3610.5
162,collembolas/C1_1_Fe2O3002_c_162.jpg,7488,3548,112,129,7544.0,3612.5
163,collembolas/C1_1_Fe2O3002_c_163.jpg,7886,3699,221,110,7996.5,3754.0
164,collembolas/C1_1_Fe2O3002_c_164.jpg,8301,3559,115,105,8358.5,3611.5
165,collembolas/C1_1_Fe2O3002_c_165.jpg,8331,3420,70,189,8366.0,3514.5
166,collembolas/C1_1_Fe2O3002_c_166.jpg,8396,3485,104,112,8448.0,3541.0
167,collembolas/C1_1_Fe2O3002_c_167.jpg,8464,3495,179,139,8553.5,3564.5
168,collembolas/C1_1_Fe2O3002_c_168.jpg,8734,3505,184,84,8826.0,3547.0
169,collembolas/C1_1_Fe2O3002_c_169.jpg,8468,3603,140,77,8538.0,3641.5
170,collembolas/C1_1_Fe2O3002_c_170.jpg,8571,3615,149,57,8645.5,3643.5
171,collembolas/C1_1_Fe2O3002_c_171.jpg,8608,3538,301,242,8758.5,3659.0
172,collembolas/C1_1_Fe2O3002_c_172.jpg,8563,3645,132,122,8629.0,3706.0
173,collembolas/C1_1_Fe2O3002_c_173.jpg,8476,3727,55,122,8503.5,3788.0
174,collembolas/C1_1_Fe2O3002_c_174.jpg,8877,3605,95,174,8924.5,3692.0
175,collembolas/C1_1_Fe2O3002_c_175.jpg,7215,3732,87,166,7258.5,3815.0
176,collembolas/C1_1_Fe2O3002_c_176.jpg,7278,3774,194,95,7375.0,3821.5
177,collembolas/C1_1_Fe2O3002_c_177.jpg,8098,3784,70,122,8133.0,3845.0
178,collembolas/C1_1_Fe2O3002_c_178.jpg,8295,3848,149,54,8369.5,3875.0
179,collembolas/C1_1_Fe2O3002_c_179.jpg,8562,3771,184,130,8654.0,3836.0
180,collembolas/C1_1_Fe2O3002_c_180.jpg,8530,3809,95,199,8577.5,3908.5
181,collembolas/C1_1_Fe2O3002_c_181.jpg,8682,3824,120,222,8742.0,3935.0
182,collembolas/C1_1_Fe2O3002_c_182.jpg,8734,3839,102,154,8785.0,3916.0
183,collembolas/C1_1_Fe2O3002_c_183.jpg,8935,4015,162,164,9016.0,4097.0
184,collembolas/C1_1_Fe2O3002_c_184.jpg,8984,4124,140,90,9054.0,4169.0
185,collembolas/C1_1_Fe2O3002_c_185.jpg,9168,3955,64,182,9200.0,4046.0
186,collembolas/C1_1_Fe2O3002_c_186.jpg,9270,3993,130,77,9335.0,4031.5
187,collembolas/C1_1_Fe2O3002_c_187.jpg,9259,3953,100,80,9309.0,3993.0
188,collembolas/C1_1_Fe2O3002_c_188.jpg,9185,4090,197,112,9283.5,4146.0
189,collembolas/C1_1_Fe2O3002_c_189.jpg,9192,4172,174,52,9279.0,4198.0
190,collembolas/C1_1_Fe2O3002_c_190.jpg,9755,4140,110,169,9810.0,4224.5
191,collembolas/C1_1_Fe2O3002_c_191.jpg,9613,4224,110,107,9668.0,4277.5
192,collembolas/C1_1_Fe2O3002_c_192.jpg,9734,4292,144,92,9806.0,4338.0
193,collembolas/C1_1_Fe2O3002_c_193.jpg,9459,4307,144,57,9531.0,4335.5
194,collembolas/C1_1_Fe2O3002_c_194.jpg,8364,3886,187,64,8457.5,3918.0
195,collembolas/C1_1_Fe2O3002_c_195.jpg,8390,3936,202,94,8491.0,3983.0
196,collembolas/C1_1_Fe2O3002_c_196.jpg,8361,3950,117,159,8419.5,4029.5
197,collembolas/C1_1_Fe2O3002_c_197.jpg,8266,3956,152,164,8342.0,4038.0
198,collembolas/C1_1_Fe2O3002_c_198.jpg,8341,4098,177,67,8429.5,4131.5
199,collembolas/C1_1_Fe2O3002_c_199.jpg,8541,3983,104,132,8593.0,4049.0
200,collembolas/C1_1_Fe2O3002_c_200.jpg,8581,3948,112,206,8637.0,4051.0
201,collembolas/C1_1_Fe2O3002_c_201.jpg,8043,3863,102,211,8094.0,3968.5
202,collembolas/C1_1_Fe2O3002_c_202.jpg,7254,3888,251,107,7379.5,3941.5
203,collembolas/C1_1_Fe2O3002_c_203.jpg,7986,3961,112,186,8042.0,4054.0
204,collembolas/C1_1_Fe2O3002_c_204.jpg,7722,3946,268,196,7856.0,4044.0
205,collembolas/C1_1_Fe2O3002_c_205.jpg,7781,4022,186,84,7874.0,4064.0
206,collembolas/C1_1_Fe2O3002_c_206.jpg,7921,4070,102,154,7972.0,4147.0
207,collembolas/C1_1_Fe2O3002_c_207.jpg,7652,4052,127,112,7715.5,4108.0
208,collembolas/C1_1_Fe2O3002_c_208.jpg,7627,3936,85,157,7669.5,4014.5
209,collembolas/C1_1_Fe2O3002_c_209.jpg,7179,3889,67,212,7212.5,3995.0
210,collembolas/C1_1_Fe2O3002_c_210.jpg,7160,3961,64,222,7192.0,4072.0
211,collembolas/C1_1_Fe2O3002_c_211.jpg,7225,3953,177,129,7313.5,4017.5
212,collembolas/C1_1_Fe2O3002_c_212.jpg,7383,3966,191,129,7478.5,4030.5
213,collembolas/C1_1_Fe2O3002_c_213.jpg,7272,4018,191,104,7367.5,4070.0
214,collembolas/C1_1_Fe2O3002_c_214.jpg,7374,4070,147,95,7447.5,4117.5
215,collembolas/C1_1_Fe2O3002_c_215.jpg,6970,3990,159,112,7049.5,4046.0
216,collembolas/C1_1_Fe2O3002_c_216.jpg,7092,4006,37,125,7110.5,4068.5
217,collembolas/C1_1_Fe2O3002_c_217.jpg,6672,3936,54,117,6699.0,3994.5
218,collembolas/C1_1_Fe2O3002_c_218.jpg,6276,3945,166,117,6359.0,4003.5
219,collembolas/C1_1_Fe2O3002_c_219.jpg,5682,3996,169,97,5766.5,4044.5
220,collembolas/C1_1_Fe2O3002_c_220.jpg,5839,3943,159,139,5918.5,4012.5
221,collembolas/C1_1_Fe2O3002_c_221.jpg,5934,4008,119,62,5993.5,4039.0
222,collembolas/C1_1_Fe2O3002_c_222.jpg,6040,4001,95,69,6087.5,4035.5
223,collembolas/C1_1_Fe2O3002_c_223.jpg,6048,4033,94,152,6095.0,4109.0
224,collembolas/C1_1_Fe2O3002_c_224.jpg,5363,4015,194,186,5460.0,4108.0
225,collembolas/C1_1_Fe2O3002_c_225.jpg,4040,4331,102,152,4091.0,4407.0
226,collembolas/C1_1_Fe2O3002_c_226.jpg,3734,4363,67,159,3767.5,4442.5
227,collembolas/C1_1_Fe2O3002_c_227.jpg,3520,4505,85,192,3562.5,4601.0
228,collembolas/C1_1_Fe2O3002_c_228.jpg,3182,4601,177,54,3270.5,4628.0
229,collembolas/C1_1_Fe2O3002_c_229.jpg,4562,4314,172,94,4648.0,4361.0
230,collembolas/C1_1_Fe2O3002_c_230.jpg,4481,4363,79,144,4520.5,4435.0
231,collembolas/C1_1_Fe2O3002_c_231.jpg,4839,4200,196,184,4937.0,4292.0
232,collembolas/C1_1_Fe2O3002_c_232.jpg,5207,4174,216,161,5315.0,4254.5
233,collembolas/C1_1_Fe2O3002_c_233.jpg,5229,4187,122,47,5290.0,4210.5
234,collembolas/C1_1_Fe2O3002_c_234.jpg,5257,4307,74,28,5294.0,4321.0
235,collembolas/C1_1_Fe2O3002_c_235.jpg,4960,4308,157,114,5038.5,4365.0
236,collembolas/C1_1_Fe2O3002_c_236.jpg,2920,5073,120,97,2980.0,5121.5
237,collembolas/C1_1_Fe2O3002_c_237.jpg,2997,4995,169,79,3081.5,5034.5
238,collembolas/C1_1_Fe2O3002_c_238.jpg,3080,4769,214,217,3187.0,4877.5
239,collembolas/C1_1_Fe2O3002_c_239.jpg,3286,4700,110,65,3341.0,4732.5
240,collembolas/C1_1_Fe2O3002_c_240.jpg,3336,4687,119,69,3395.5,4721.5
241,collembolas/C1_1_Fe2O3002_c_241.jpg,3451,4821,97,129,3499.5,4885.5
242,collembolas/C1_1_Fe2O3002_c_242.jpg,3450,4732,90,177,3495.0,4820.5
243,collembolas/C1_1_Fe2O3002_c_243.jpg,3670,4623,67,212,3703.5,4729.0
244,collembolas/C1_1_Fe2O3002_c_244.jpg,3639,4801,119,95,3698.5,4848.5
245,collembolas/C1_1_Fe2O3002_c_245.jpg,3756,4660,162,54,3837.0,4687.0
246,collembolas/C1_1_Fe2O3002_c_246.jpg,3854,4560,130,147,3919.0,4633.5
247,collembolas/C1_1_Fe2O3002_c_247.jpg,3883,4548,97,45,3931.5,4570.5
248,collembolas/C1_1_Fe2O3002_c_248.jpg,3971,4516,82,167,4012.0,4599.5
249,collembolas/C1_1_Fe2O3002_c_249.jpg,3973,4684,107,42,4026.5,4705.0
250,collembolas/C1_1_Fe2O3002_c_250.jpg,4351,4739,127,64,4414.5,4771.0
251,collembolas/C1_1_Fe2O3002_c_251.jpg,4421,4600,97,161,4469.5,4680.5
252,collembolas/C1_1_Fe2O3002_c_252.jpg,4486,4563,67,184,4519.5,4655.0
253,collembolas/C1_1_Fe2O3002_c_253.jpg,4508,4704,70,129,4543.0,4768.5
254,collembolas/C1_1_Fe2O3002_c_254.jpg,4583,4573,70,179,4618.0,4662.5
255,collembolas/C1_1_Fe2O3002_c_255.jpg,4782,4481,139,182,4851.5,4572.0
256,collembolas/C1_1_Fe2O3002_c_256.jpg,4973,4538,65,137,5005.5,4606.5
257,collembolas/C1_1_Fe2O3002_c_257.jpg,5239,4421,99,137,5288.5,4489.5
258,collembolas/C1_1_Fe2O3002_c_258.jpg,5289,4555,119,99,5348.5,4604.5
259,collembolas/C1_1_Fe2O3002_c_259.jpg,5742,4195,84,45,5784.0,4217.5
260,collembolas/C1_1_Fe2O3002_c_260.jpg,5648,4205,115,37,5705.5,4223.5
261,collembolas/C1_1_Fe2O3002_c_261.jpg,5866,4172,169,94,5950.5,4219.0
262,collembolas/C1_1_Fe2O3002_c_262.jpg,5822,4209,169,67,5906.5,4242.5
263,collembolas/C1_1_Fe2O3002_c_263.jpg,6138,4130,199,64,6237.5,4162.0
264,collembolas/C1_1_Fe2O3002_c_264.jpg,6301,4067,191,64,6396.5,4099.0
265,collembolas/C1_1_Fe2O3002_c_265.jpg,6412,4103,82,95,6453.0,4150.5
266,collembolas/C1_1_Fe2O3002_c_266.jpg,6259,4152,191,85,6354.5,4194.5
267,collembolas/C1_1_Fe2O3002_c_267.jpg,6755,4103,85,119,6797.5,4162.5
268,collembolas/C1_1_Fe2O3002_c_268.jpg,6697,4063,79,114,6736.5,4120.0
269,collembolas/C1_1_Fe2O3002_c_269.jpg,6613,4140,171,142,6698.5,4211.0
270,collembolas/C1_1_Fe2O3002_c_270.jpg,6759,4177,60,79,6789.0,4216.5
271,collembolas/C1_1_Fe2O3002_c_271.jpg,7070,4058,97,157,7118.5,4136.5
272,collembolas/C1_1_Fe2O3002_c_272.jpg,6949,4174,117,82,7007.5,4215.0
273,collembolas/C1_1_Fe2O3002_c_273.jpg,7061,4164,120,191,7121.0,4259.5
274,collembolas/C1_1_Fe2O3002_c_274.jpg,6993,4199,129,167,7057.5,4282.5
275,collembolas/C1_1_Fe2O3002_c_275.jpg,6916,4234,132,69,6982.0,4268.5
276,collembolas/C1_1_Fe2O3002_c_276.jpg,6053,4185,85,150,6095.5,4260.0
277,collembolas/C1_1_Fe2O3002_c_277.jpg,5567,4256,191,54,5662.5,4283.0
278,collembolas/C1_1_Fe2O3002_c_278.jpg,5771,4242,171,75,5856.5,4279.5
279,collembolas/C1_1_Fe2O3002_c_279.jpg,5777,4281,69,50,5811.5,4306.0
280,collembolas/C1_1_Fe2O3002_c_280.jpg,5585,4307,242,59,5706.0,4336.5
281,collembolas/C1_1_Fe2O3002_c_281.jpg,5692,4348,109,110,5746.5,4403.0
282,collembolas/C1_1_Fe2O3002_c_282.jpg,5934,4271,112,199,5990.0,4370.5
283,collembolas/C1_1_Fe2O3002_c_283.jpg,6003,4273,202,150,6104.0,4348.0
284,collembolas/C1_1_Fe2O3002_c_284.jpg,5633,4430,177,112,5721.5,4486.0
285,collembolas/C1_1_Fe2O3002_c_285.jpg,5552,4483,28,92,5566.0,4529.0
286,collembolas/C1_1_Fe2O3002_c_286.jpg,5858,4468,162,79,5939.0,4507.5
287,collembolas/C1_1_Fe2O3002_c_287.jpg,6124,4382,182,75,6215.0,4419.5
288,collembolas/C1_1_Fe2O3002_c_288.jpg,6384,4331,114,142,6441.0,4402.0
289,collembolas/C1_1_Fe2O3002_c_289.jpg,6509,4291,154,50,6586.0,4316.0
