filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,10,"{""name"":""rect"",""x"":3353,""y"":2217,""width"":80,""height"":162}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,11,"{""name"":""rect"",""x"":3580,""y"":2550,""width"":158,""height"":168}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,12,"{""name"":""rect"",""x"":4006,""y"":2091,""width"":104,""height"":100}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,13,"{""name"":""rect"",""x"":4499,""y"":1985,""width"":118,""height"":91}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,14,"{""name"":""rect"",""x"":4583,""y"":1898,""width"":103,""height"":72}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,15,"{""name"":""rect"",""x"":4626,""y"":1779,""width"":111,""height"":69}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,16,"{""name"":""rect"",""x"":5004,""y"":2152,""width"":109,""height"":42}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,17,"{""name"":""rect"",""x"":4983,""y"":2517,""width"":158,""height"":106}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,18,"{""name"":""rect"",""x"":4391,""y"":2666,""width"":127,""height"":122}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,19,"{""name"":""rect"",""x"":5076,""y"":2621,""width"":199,""height"":180}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,20,"{""name"":""rect"",""x"":5130,""y"":2754,""width"":109,""height"":109}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,21,"{""name"":""rect"",""x"":5218,""y"":2625,""width"":166,""height"":119}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,22,"{""name"":""rect"",""x"":5365,""y"":2444,""width"":118,""height"":240}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,23,"{""name"":""rect"",""x"":5728,""y"":2293,""width"":111,""height"":201}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,24,"{""name"":""rect"",""x"":5509,""y"":2408,""width"":121,""height"":126}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,25,"{""name"":""rect"",""x"":5494,""y"":2298,""width"":230,""height"":193}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,26,"{""name"":""rect"",""x"":5525,""y"":2242,""width"":163,""height"":54}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,27,"{""name"":""rect"",""x"":5690,""y"":2031,""width"":52,""height"":134}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,28,"{""name"":""rect"",""x"":5793,""y"":1957,""width"":62,""height"":47}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,29,"{""name"":""rect"",""x"":6083,""y"":1990,""width"":114,""height"":126}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,30,"{""name"":""rect"",""x"":6344,""y"":1902,""width"":87,""height"":83}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,31,"{""name"":""rect"",""x"":6159,""y"":1564,""width"":98,""height"":67}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,32,"{""name"":""rect"",""x"":6794,""y"":969,""width"":91,""height"":98}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,33,"{""name"":""rect"",""x"":6822,""y"":1388,""width"":263,""height"":113}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,34,"{""name"":""rect"",""x"":6030,""y"":2414,""width"":72,""height"":153}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,35,"{""name"":""rect"",""x"":5977,""y"":2501,""width"":78,""height"":96}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,36,"{""name"":""rect"",""x"":5968,""y"":2571,""width"":108,""height"":78}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,37,"{""name"":""rect"",""x"":5990,""y"":2661,""width"":189,""height"":52}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,38,"{""name"":""rect"",""x"":5961,""y"":2802,""width"":90,""height"":122}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,39,"{""name"":""rect"",""x"":5429,""y"":3036,""width"":119,""height"":114}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,40,"{""name"":""rect"",""x"":6131,""y"":2718,""width"":36,""height"":98}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,41,"{""name"":""rect"",""x"":6154,""y"":2674,""width"":77,""height"":230}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,42,"{""name"":""rect"",""x"":5654,""y"":3093,""width"":132,""height"":104}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,43,"{""name"":""rect"",""x"":5867,""y"":3128,""width"":96,""height"":157}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,44,"{""name"":""rect"",""x"":5700,""y"":3201,""width"":88,""height"":142}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,45,"{""name"":""rect"",""x"":5500,""y"":3280,""width"":181,""height"":91}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,46,"{""name"":""rect"",""x"":5434,""y"":3369,""width"":142,""height"":39}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,47,"{""name"":""rect"",""x"":4399,""y"":3061,""width"":72,""height"":193}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,48,"{""name"":""rect"",""x"":4337,""y"":3331,""width"":139,""height"":162}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,49,"{""name"":""rect"",""x"":4936,""y"":3203,""width"":155,""height"":122}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,50,"{""name"":""rect"",""x"":4885,""y"":3477,""width"":113,""height"":242}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,51,"{""name"":""rect"",""x"":4911,""y"":3375,""width"":116,""height"":196}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,52,"{""name"":""rect"",""x"":4976,""y"":3630,""width"":75,""height"":153}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,53,"{""name"":""rect"",""x"":5011,""y"":3403,""width"":140,""height"":214}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,54,"{""name"":""rect"",""x"":5013,""y"":3330,""width"":145,""height"":211}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,55,"{""name"":""rect"",""x"":5127,""y"":3283,""width"":127,""height"":204}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,56,"{""name"":""rect"",""x"":5093,""y"":3397,""width"":144,""height"":183}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,57,"{""name"":""rect"",""x"":6492,""y"":2313,""width"":191,""height"":59}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,58,"{""name"":""rect"",""x"":6599,""y"":2140,""width"":114,""height"":194}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,59,"{""name"":""rect"",""x"":6790,""y"":2228,""width"":237,""height"":70}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,60,"{""name"":""rect"",""x"":6937,""y"":2166,""width"":240,""height"":96}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,61,"{""name"":""rect"",""x"":7154,""y"":2109,""width"":57,""height"":189}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,62,"{""name"":""rect"",""x"":7456,""y"":1962,""width"":135,""height"":104}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,63,"{""name"":""rect"",""x"":7616,""y"":2254,""width"":36,""height"":101}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,64,"{""name"":""rect"",""x"":7652,""y"":2068,""width"":145,""height"":186}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,65,"{""name"":""rect"",""x"":7995,""y"":1657,""width"":160,""height"":193}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,66,"{""name"":""rect"",""x"":8421,""y"":1653,""width"":116,""height"":103}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,67,"{""name"":""rect"",""x"":8436,""y"":2391,""width"":129,""height"":104}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,68,"{""name"":""rect"",""x"":6702,""y"":2528,""width"":147,""height"":230}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,69,"{""name"":""rect"",""x"":6454,""y"":2701,""width"":42,""height"":103}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,70,"{""name"":""rect"",""x"":6307,""y"":2799,""width"":171,""height"":91}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,71,"{""name"":""rect"",""x"":6353,""y"":2754,""width"":222,""height"":237}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,72,"{""name"":""rect"",""x"":6563,""y"":2871,""width"":122,""height"":98}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,73,"{""name"":""rect"",""x"":6434,""y"":2967,""width"":70,""height"":176}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,74,"{""name"":""rect"",""x"":6782,""y"":2669,""width"":69,""height"":212}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,75,"{""name"":""rect"",""x"":6714,""y"":2855,""width"":119,""height"":87}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,76,"{""name"":""rect"",""x"":6774,""y"":2852,""width"":114,""height"":114}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,77,"{""name"":""rect"",""x"":6922,""y"":2756,""width"":96,""height"":178}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,78,"{""name"":""rect"",""x"":6983,""y"":2754,""width"":126,""height"":108}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,79,"{""name"":""rect"",""x"":7086,""y"":2713,""width"":87,""height"":165}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,80,"{""name"":""rect"",""x"":7143,""y"":2763,""width"":118,""height"":168}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,81,"{""name"":""rect"",""x"":7257,""y"":2545,""width"":116,""height"":194}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,82,"{""name"":""rect"",""x"":7226,""y"":2481,""width"":139,""height"":78}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,83,"{""name"":""rect"",""x"":7348,""y"":2520,""width"":219,""height"":103}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,84,"{""name"":""rect"",""x"":7517,""y"":2540,""width"":188,""height"":139}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,85,"{""name"":""rect"",""x"":7345,""y"":2621,""width"":157,""height"":69}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,86,"{""name"":""rect"",""x"":7812,""y"":2666,""width"":90,""height"":162}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,87,"{""name"":""rect"",""x"":7309,""y"":2778,""width"":168,""height"":145}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,88,"{""name"":""rect"",""x"":7210,""y"":2822,""width"":155,""height"":230}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,89,"{""name"":""rect"",""x"":7095,""y"":2931,""width"":178,""height"":85}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
C1_1_Fe2O3002.jpg,9741662,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",598,90,"{""name"":""rect"",""x"":6838,""y"":2972,""width"":201,""height"":165}","{""name"":""not_defined"",""type"":""Collembole"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
